,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000273540,22.03842872,-0.722105706,0.520280663,-1.387915711,0.165162713,0.608876715
ENSG00000167083,18.94022334,-0.722497686,0.375415518,-1.924528024,0.054288431,0.421614915
ENSG00000226490,20.34564619,-0.722752367,0.520172755,-1.389446795,0.164696929,0.608225406
ENSG00000165124,73.968487,-0.723058707,0.41885565,-1.726271827,0.084298521,0.4956581
ENSG00000165246,195.4902157,-0.724218388,1.867761649,-0.387746685,0.698203503,0.925108243
ENSG00000104129,200.7519816,-0.724334804,0.29074026,-2.49134676,0.012725985,0.227221539
ENSG00000116981,574.1946125,-0.725275698,0.244088158,-2.971367817,0.002964765,0.105121451
ENSG00000205808,169.9385368,-0.72538211,0.329233299,-2.203246491,0.02757738,0.322713298
ENSG00000176125,19.18885934,-0.726046133,0.363570842,-1.996986694,0.045826628,0.395840047
ENSG00000101307,75.86393196,-0.726098128,1.362947535,-0.53274107,0.594212832,0.886310521
ENSG00000238141,9.991341397,-0.726667259,0.611015982,-1.189277008,0.23433068,0.677652835
ENSG00000186280,31.93683186,-0.727926246,0.557037145,-1.306782236,0.19128668,0.634523466
ENSG00000227117,10.42212558,-0.728028965,0.640808782,-1.13610953,0.255910727,0.693390628
ENSG00000204147,253.6895781,-0.728149925,0.322686628,-2.256523392,0.024037872,0.303176851
ENSG00000251602,66.94580467,-0.728260216,0.323422869,-2.251727645,0.024339489,0.304833326
ENSG00000288563,36.253414,-0.72832015,0.394299543,-1.847124005,0.06472917,0.451040227
ENSG00000261416,13.39976654,-0.728360829,0.664703877,-1.095767385,0.273180585,0.710057181
ENSG00000285578,156.6955196,-0.728395699,0.520352939,-1.399810866,0.161569963,0.605050714
ENSG00000259529,21.78707888,-0.729017804,0.862202466,-0.845529714,0.39781515,0.792378994
ENSG00000114547,42.26692884,-0.729532963,0.376069665,-1.939887819,0.052393325,0.417339172
ENSG00000227946,49.24319125,-0.729907295,0.353960036,-2.062117813,0.039196521,0.369235091
ENSG00000181631,16.81542173,-0.730110616,0.631684423,-1.15581545,0.247756652,0.687547482
ENSG00000291081,61.55153716,-0.731576711,0.344764424,-2.121961144,0.033841001,0.34937051
ENSG00000257056,8.242854889,-0.731793268,0.66571376,-1.099261143,0.271654176,0.709465758
ENSG00000258197,11.64793674,-0.731796661,0.652910833,-1.120821747,0.262363745,0.700653105
ENSG00000232653,83.4833271,-0.732221653,0.428557436,-1.708572974,0.087530078,0.499787244
ENSG00000197471,22.03832875,-0.732264303,0.562718208,-1.3012984,0.193156335,0.63726856
ENSG00000231764,374.9712484,-0.732273347,0.485263428,-1.509022325,0.131293078,0.56820643
ENSG00000235387,27.08121363,-0.732430808,0.586025824,-1.249826847,0.211362807,0.657565458
ENSG00000299654,57.12181832,-0.732598494,0.339330109,-2.15895517,0.030853645,0.336023063
ENSG00000233850,30.42212771,-0.73306074,0.520451231,-1.408509956,0.158980121,0.602206933
ENSG00000273061,9.503877257,-0.733398271,0.515671346,-1.422220329,0.154962299,0.59800198
ENSG00000241563,138.8772455,-0.733985551,0.340316251,-2.156774906,0.031023207,0.336702068
ENSG00000157111,12.85726802,-0.734613797,0.451207903,-1.628104899,0.103502645,0.525059392
ENSG00000207955,45.42677836,-0.735233349,0.469339466,-1.56652786,0.117225092,0.547279346
ENSG00000205832,15.70268406,-0.735572112,0.421196252,-1.746388075,0.080743541,0.487054848
ENSG00000064199,187.875046,-0.735587092,0.378167421,-1.945136072,0.051758603,0.415912987
ENSG00000171388,517.3075683,-0.735868792,0.377944337,-1.94702955,0.051531192,0.415912987
ENSG00000299971,12.32439799,-0.735984539,0.445630853,-1.651556514,0.098624991,0.517570659
ENSG00000144596,209.1052125,-0.736792317,0.343759522,-2.143336461,0.032086091,0.342243785
ENSG00000307363,15.98631271,-0.736951273,2.250253393,-0.327497017,0.743291999,0.936992581
ENSG00000266013,12.40280114,-0.736958126,0.457487813,-1.610880345,0.107205805,0.531927335
ENSG00000260947,53.64039178,-0.737043104,0.375983382,-1.960307662,0.049959841,0.40981425
ENSG00000259319,169.1257274,-0.737928126,0.353317378,-2.088570139,0.036746436,0.361432213
ENSG00000139890,35.09121831,-0.738111378,0.394482467,-1.871087918,0.061332896,0.44364956
ENSG00000239213,21.89121546,-0.738528893,0.446543778,-1.653877917,0.09815232,0.517176228
ENSG00000249306,97.67759224,-0.738579689,0.338863612,-2.179578042,0.029288754,0.330853987
ENSG00000179111,11.5802298,-0.738646421,0.535808586,-1.378563988,0.168029226,0.612999108
ENSG00000280303,22.95344092,-0.738698097,0.421797052,-1.751311665,0.07989224,0.485759344
ENSG00000183798,255.3495588,-0.738904262,0.423313344,-1.745525563,0.080893427,0.487471719
ENSG00000290549,40.6066103,-0.739173501,0.561995426,-1.315266044,0.188420506,0.630755633
ENSG00000289511,10.18368468,-0.740316268,0.55888344,-1.324634466,0.185292419,0.627799766
ENSG00000228526,37.1936127,-0.740376209,0.437789066,-1.691171081,0.090804132,0.504588584
ENSG00000274718,46.17761215,-0.740807698,0.361359315,-2.050058398,0.040358732,0.374151899
ENSG00000106018,251.4789335,-0.740999385,0.374777636,-1.977170765,0.048022331,0.404707825
ENSG00000119715,13.20412199,-0.741621,0.62452246,-1.187500926,0.235030091,0.678047094
ENSG00000232063,31.87792706,-0.74165096,0.600038217,-1.236006206,0.216456257,0.663927192
ENSG00000277270,44.2074741,-0.741927918,0.411350055,-1.803641227,0.071287569,0.466026868
ENSG00000169271,101.6444172,-0.742848341,0.354989811,-2.092590599,0.036385716,0.359217695
ENSG00000231177,14.96802566,-0.743149259,0.531880508,-1.39721093,0.162350151,0.605050714
ENSG00000243422,13.78329266,-0.743788855,0.52887131,-1.406370208,0.159614222,0.602733574
ENSG00000053524,1796.311944,-0.743928575,0.347359729,-2.141666157,0.032220356,0.342538023
ENSG00000286045,11.47945024,-0.744903293,0.680942501,-1.0939298,0.273985768,0.710602393
ENSG00000294282,13.78934136,-0.744968866,0.4105093,-1.814742969,0.069563418,0.461817849
ENSG00000256591,29.46268002,-0.745131098,0.792109523,-0.940692008,0.346862716,0.761360846
ENSG00000205571,456.373992,-0.745305196,0.468858896,-1.589615133,0.111921584,0.540592671
ENSG00000187775,174.5924246,-0.746195192,0.54817726,-1.361229746,0.173441097,0.618626749
ENSG00000204104,509.0597036,-0.746924936,0.227285365,-3.286286987,0.001015175,0.054918079
ENSG00000273756,22.32046079,-0.747255488,0.801335717,-0.932512394,0.351071784,0.762567003
ENSG00000285304,56.39453958,-0.747512806,0.651754023,-1.146924728,0.251412732,0.690815832
ENSG00000289050,36.15621385,-0.747778776,0.430831883,-1.735662577,0.082623514,0.490377387
ENSG00000253457,48.64352839,-0.747801396,0.344310862,-2.17187861,0.02986482,0.333706773
ENSG00000268575,212.4949455,-0.747807762,0.317332425,-2.356543807,0.018445892,0.268038769
ENSG00000182405,208.1510275,-0.748346386,0.298762335,-2.504821724,0.012251313,0.224122083
ENSG00000293205,11.37035428,-0.748872211,0.509707518,-1.469219474,0.14177327,0.581654408
ENSG00000065457,357.5619759,-0.749565228,0.293997782,-2.549560825,0.010785869,0.209954642
ENSG00000162069,30.43310753,-0.749875383,0.381644276,-1.964854264,0.049431107,0.408620266
ENSG00000132849,145.8240039,-0.75343793,0.301154654,-2.501830601,0.012355303,0.224924115
ENSG00000242242,27.14005273,-0.754466691,0.562602335,-1.341030144,0.179910666,0.623035194
ENSG00000006534,63.08219286,-0.754904964,0.382415167,-1.974045564,0.048376562,0.405172671
ENSG00000298094,23.27574742,-0.755302525,0.40221421,-1.877861366,0.060400133,0.440266251
ENSG00000300231,35.21041119,-0.756569421,0.497549933,-1.520589938,0.128362773,0.564099738
ENSG00000260625,14.14905044,-0.757843194,0.561151817,-1.350513661,0.176851275,0.619545744
ENSG00000182791,15.25331772,-0.75797073,0.550026653,-1.378061818,0.168184203,0.613049245
ENSG00000295453,17.67216789,-0.75804582,0.464668306,-1.631369754,0.102812323,0.523494347
ENSG00000280161,8.875252143,-0.758348523,0.789960396,-0.959982965,0.337063789,0.754808549
ENSG00000270112,111.3023906,-0.758999754,0.267452729,-2.837883758,0.004541372,0.131276846
ENSG00000074803,19.38358444,-0.759469469,0.480217437,-1.581511645,0.113761099,0.543954829
ENSG00000287315,35.33164315,-0.760863584,0.384150736,-1.9806381,0.047631873,0.403337157
ENSG00000174403,72.43088493,-0.761408637,0.384972284,-1.977827156,0.047948209,0.404568354
ENSG00000163507,37.16469325,-0.761960171,0.669443411,-1.138199524,0.255037178,0.692997734
ENSG00000291209,61.37253902,-0.762733615,0.384662928,-1.982862295,0.047382813,0.402325836
ENSG00000308218,19.18271699,-0.762750055,0.424595407,-1.796416167,0.072428354,0.467744054
ENSG00000279561,164.5514599,-0.762835604,0.315089942,-2.421009061,0.015477491,0.247300273
ENSG00000182362,131.9056028,-0.763035837,0.346004251,-2.205278793,0.027434537,0.322068045
ENSG00000284624,153.6156214,-0.763112745,0.296171662,-2.576589333,0.009978042,0.200285789
ENSG00000300334,9.109080452,-0.764523175,0.503954388,-1.517048355,0.129254476,0.564754176
ENSG00000287149,27.77370495,-0.766581077,0.625369426,-1.225805172,0.220272001,0.665513618
ENSG00000261654,11.12570612,-0.766756267,0.662466172,-1.15742705,0.247097928,0.687547482
ENSG00000263142,11.23239539,-0.767861054,0.924154513,-0.830879516,0.406041697,0.796788649
ENSG00000154864,143.7066678,-0.768666669,0.442156823,-1.738448053,0.082131896,0.489400404
ENSG00000205221,17.83614858,-0.768702505,0.454460369,-1.691462135,0.090748574,0.504588584
ENSG00000136305,24.7989433,-0.769191543,0.496407327,-1.5495169,0.121257512,0.555567936
ENSG00000259248,25.64449818,-0.769308513,0.43428211,-1.771448778,0.076486103,0.47807257
ENSG00000196482,444.9452847,-0.769384705,0.414831154,-1.854693646,0.063639987,0.448273626
ENSG00000271122,177.7276442,-0.769780688,0.267418329,-2.878563677,0.003994906,0.123527807
ENSG00000305914,121.8867675,-0.770979327,0.366537413,-2.103412366,0.035429738,0.355646917
ENSG00000197465,10.18417338,-0.77227609,0.543713448,-1.420373347,0.155499018,0.598358704
ENSG00000254682,96.79590471,-0.773016615,0.561433898,-1.376861314,0.16855513,0.613750447
ENSG00000234688,36.43588051,-0.773282515,0.408188245,-1.894426225,0.058168458,0.434976931
ENSG00000153012,277.7010583,-0.774768497,0.439555738,-1.762617185,0.077965077,0.480959085
ENSG00000165695,43.9458727,-0.775089429,0.455567911,-1.701369675,0.088873592,0.502158338
ENSG00000272479,32.1906697,-0.775788906,0.421866234,-1.838945246,0.06592324,0.45339289
ENSG00000287720,16.82859656,-0.77637761,0.508868062,-1.525695298,0.127085766,0.562132859
ENSG00000183979,39.76155837,-0.776634404,0.426445646,-1.821180288,0.068579456,0.46038315
ENSG00000265666,21.43052818,-0.777453124,0.475292038,-1.635737741,0.101894487,0.522882317
ENSG00000258982,10.05344356,-0.780526368,0.646326305,-1.207635155,0.227187631,0.670471953
ENSG00000163380,12.39945646,-0.780781962,0.495551277,-1.575582586,0.115122032,0.545363953
ENSG00000271824,94.53383515,-0.78316902,0.500850919,-1.563676916,0.117893462,0.549125412
ENSG00000292309,14.54215906,-0.783260711,0.54058718,-1.448907301,0.147363472,0.587495446
ENSG00000278576,59.49721858,-0.783312294,0.342757053,-2.285328013,0.022293602,0.292914271
ENSG00000231742,18.25796911,-0.784093634,0.415440043,-1.887380977,0.059109102,0.43803199
ENSG00000301336,8.873478613,-0.784747759,0.542349073,-1.446942197,0.147913114,0.588008634
ENSG00000248859,59.59355999,-0.784803415,0.25049225,-3.1330447,0.001730031,0.074277564
ENSG00000283809,34.55865031,-0.785511805,0.433477338,-1.812117349,0.069968066,0.462633248
ENSG00000141642,75.69437864,-0.785863542,0.273181382,-2.876709736,0.00401845,0.123917494
ENSG00000291050,258.1324802,-0.786327293,0.361675261,-2.174125184,0.029695735,0.332894641
ENSG00000204347,29.48074174,-0.787106989,0.464703649,-1.693782675,0.090306587,0.503379868
ENSG00000229588,33.35960972,-0.787381107,0.452716564,-1.739236356,0.081993197,0.489117577
ENSG00000180139,11.52630715,-0.787473373,0.704808594,-1.117286849,0.263871697,0.701903161
ENSG00000304654,68.33322371,-0.788469908,0.323660091,-2.43610482,0.014846382,0.242537869
ENSG00000196275,109.3935229,-0.789262314,0.408752537,-1.930904991,0.053494803,0.419988611
ENSG00000237310,75.92532226,-0.789455149,0.291425889,-2.708939657,0.006749861,0.164247636
ENSG00000038295,29.66792082,-0.78950931,0.456548233,-1.729300987,0.08375524,0.493730833
ENSG00000278903,9.43991542,-0.791066428,0.785016535,-1.007706709,0.313595283,0.740318999
ENSG00000287620,15.55384689,-0.791401347,0.521858787,-1.516504783,0.129391762,0.564754176
ENSG00000229797,8.802535434,-0.791492429,0.582182446,-1.35952644,0.17397983,0.618626749
ENSG00000260992,27.48022634,-0.791593054,0.463361966,-1.708368647,0.087567961,0.499852811
ENSG00000156510,16.68339474,-0.791879667,0.668916061,-1.183825166,0.236482278,0.679542174
ENSG00000183048,260.1079203,-0.793085688,0.306151869,-2.590497619,0.009583728,0.196383457
ENSG00000259326,11.47163074,-0.793403914,0.591961586,-1.340296284,0.180149039,0.62357256
ENSG00000187186,536.0228134,-0.796904431,0.308043981,-2.586982637,0.009682047,0.196620397
ENSG00000250327,18.37544781,-0.798127859,0.388545692,-2.054141571,0.039961992,0.373280882
ENSG00000179774,57.84995338,-0.798873445,0.256853043,-3.11023547,0.001869383,0.077633923
ENSG00000281358,7.441485617,-0.800578854,0.559193563,-1.431666793,0.152239204,0.594013089
ENSG00000247728,53.28310182,-0.801985799,0.438611997,-1.828462979,0.067480097,0.457504936
ENSG00000236914,14.41539148,-0.802537447,0.42005866,-1.910536607,0.056064158,0.427342496
ENSG00000154080,28.59104447,-0.804342488,0.602786249,-1.334374314,0.182081214,0.625031783
ENSG00000280870,15.79705356,-0.804663709,0.520326505,-1.546459198,0.121993707,0.555571019
ENSG00000174721,123.6369032,-0.80497925,0.287498344,-2.799943957,0.005111148,0.140049892
ENSG00000279879,12.37572221,-0.805013275,0.563682776,-1.42813176,0.153253937,0.596078482
ENSG00000287310,14.12910499,-0.805181588,0.581241695,-1.385278438,0.165967344,0.610179747
ENSG00000156097,159.2473844,-0.80599412,0.392584285,-2.053047336,0.040067987,0.373969575
ENSG00000179397,10.96351124,-0.806320042,0.595482317,-1.354062109,0.175716564,0.619102413
ENSG00000251165,12.63280003,-0.806559962,0.556929976,-1.448225085,0.147554111,0.587633867
ENSG00000263063,11.34591559,-0.806778013,0.558770623,-1.443844719,0.14878266,0.589094704
ENSG00000119541,642.1642021,-0.808575355,0.26803918,-3.016631212,0.002556006,0.095128171
ENSG00000155903,247.2491546,-0.808645998,0.306834381,-2.635447815,0.008402635,0.184358084
ENSG00000243477,262.628099,-0.809062217,0.395511145,-2.045611677,0.040794592,0.376093183
ENSG00000173253,18.72416882,-0.809882896,0.417443052,-1.940103908,0.052367063,0.417305544
ENSG00000226981,9.929068957,-0.810002343,0.641176218,-1.263306904,0.206478906,0.652812877
ENSG00000091513,6441.224654,-0.810568946,0.429976241,-1.885148221,0.059409829,0.438194544
ENSG00000157593,532.9531241,-0.81199456,0.31391467,-2.58667287,0.009690755,0.196620397
ENSG00000138823,28.2100518,-0.812416286,0.709257249,-1.145446573,0.252024215,0.691112763
ENSG00000128645,13.95769582,-0.813455024,0.677353937,-1.200930532,0.229778149,0.673366271
ENSG00000133433,337.3674056,-0.813928284,0.496000056,-1.640984257,0.100800683,0.520327191
ENSG00000082497,202.5624288,-0.815259571,0.347460306,-2.346338722,0.018958869,0.270714351
ENSG00000170324,251.7211991,-0.81526736,0.476510897,-1.710910212,0.087097689,0.499450858
ENSG00000225850,26.76604223,-0.815790951,0.44816679,-1.820284252,0.068715728,0.460552337
ENSG00000151715,17.80789627,-0.816270803,0.641270735,-1.272895766,0.203055032,0.649684459
ENSG00000158427,31.97703076,-0.816624398,0.311826653,-2.61884092,0.008822908,0.188666798
ENSG00000286285,21.70412208,-0.818690368,0.751550222,-1.089335541,0.276005945,0.7121191
ENSG00000275454,7.617674477,-0.818710681,0.58739744,-1.393793411,0.163379999,0.606468425
ENSG00000286017,12.30697845,-0.819115255,0.715082231,-1.145484001,0.252008719,0.691112763
ENSG00000273387,11.48055893,-0.819227906,0.711779504,-1.150957427,0.24974975,0.689524901
ENSG00000286662,79.59360778,-0.819683104,0.345461529,-2.372718913,0.017657696,0.264084372
ENSG00000300244,11.16570328,-0.820041049,0.543713667,-1.508222248,0.131497655,0.568244743
ENSG00000148704,26.45143543,-0.820178302,0.489579584,-1.675270638,0.093881144,0.51097556
ENSG00000258404,18.28754779,-0.820410931,0.494911656,-1.657691674,0.097379715,0.515801447
ENSG00000068784,72.06737297,-0.820475972,0.229617884,-3.573223293,0.000352614,0.027844567
ENSG00000165879,127.8095532,-0.822650297,0.255146377,-3.224228798,0.001263124,0.062771717
ENSG00000204241,158.7434541,-0.822695192,0.254140526,-3.237166485,0.00120723,0.060953827
ENSG00000185480,15.4614971,-0.82381919,0.565289234,-1.45734102,0.145022269,0.58463796
ENSG00000253716,58.0983984,-0.823861185,0.382626539,-2.153173136,0.031305074,0.337738047
ENSG00000286019,103.5878388,-0.824106125,0.517405899,-1.592765228,0.111212868,0.53981412
ENSG00000155974,137.7782118,-0.825100367,0.385307104,-2.141409693,0.032241014,0.342565296
ENSG00000261801,11.99288369,-0.826885965,0.752380869,-1.099025771,0.271756825,0.709465758
ENSG00000237412,29.0905064,-0.827097501,0.393661871,-2.101035333,0.035637865,0.355889943
ENSG00000175707,25.69103459,-0.827801764,0.616037876,-1.34375141,0.179028787,0.622311556
ENSG00000131080,12.15074206,-0.828454236,0.559873402,-1.479717082,0.138948765,0.578620228
ENSG00000153234,178.7650015,-0.828809046,0.405577242,-2.043529468,0.041000053,0.376842237
ENSG00000131848,71.18315104,-0.829106553,0.288744153,-2.871422832,0.004086285,0.124789883
ENSG00000150873,239.4460667,-0.829296034,0.235913333,-3.515257167,0.000439328,0.032241251
ENSG00000157570,67.50430058,-0.829348167,0.347532974,-2.386386989,0.017014836,0.25793347
ENSG00000289505,270.6931996,-0.830389551,0.343849478,-2.414979819,0.015736082,0.248789131
ENSG00000257108,14.83159369,-0.831042069,0.435228332,-1.909439272,0.056205449,0.427441222
ENSG00000286523,26.27198627,-0.831105556,0.470523028,-1.766344059,0.077338144,0.480241499
ENSG00000231663,20.42122679,-0.831157112,0.436737378,-1.903105055,0.057026839,0.430343226
ENSG00000188269,14.32485475,-0.832193348,1.054406429,-0.789252915,0.4299642,0.810285873
ENSG00000230445,13.54565216,-0.833459451,0.676675852,-1.231696755,0.218062383,0.664952978
ENSG00000114541,246.5616225,-0.834184368,0.372502179,-2.239408021,0.02512938,0.30988182
ENSG00000197629,13.16154031,-0.834388165,0.481388001,-1.733296557,0.083042972,0.491588
ENSG00000141527,7.67403787,-0.836581093,0.550655305,-1.519246406,0.128700484,0.564099738
ENSG00000271830,14.63458753,-0.836604194,0.559363866,-1.495635032,0.134748789,0.571633609
ENSG00000233642,48.1291111,-0.837434838,0.270083816,-3.100647981,0.001930977,0.07913662
ENSG00000099960,161.573936,-0.837987828,0.342113445,-2.449444299,0.014307684,0.238260056
ENSG00000270175,41.90779037,-0.840038532,0.278513421,-3.016150999,0.002560057,0.095128171
ENSG00000273027,21.1856681,-0.841041983,0.619662967,-1.357257135,0.174699522,0.618825543
ENSG00000294214,7.761017427,-0.841278495,0.658899746,-1.276792866,0.201675385,0.648264975
ENSG00000293448,11.1586706,-0.842060529,0.689766704,-1.22079034,0.222165412,0.666538205
ENSG00000181773,78.05547574,-0.842552445,0.434018442,-1.941282589,0.05222401,0.417129616
ENSG00000286084,148.8174992,-0.842569717,0.384881553,-2.189166281,0.028584756,0.32796324
ENSG00000124664,46.08833803,-0.842601145,0.460837537,-1.828412569,0.067487656,0.457504936
ENSG00000203668,436.0240402,-0.843139603,0.324737737,-2.596370877,0.009421431,0.194956692
ENSG00000166428,48.6687388,-0.843458145,0.542916214,-1.553569636,0.120287107,0.553735979
ENSG00000157005,380.5714265,-0.84384617,0.679298986,-1.242230871,0.214151393,0.660894988
ENSG00000164600,742.9110755,-0.845394627,0.396821857,-2.130413466,0.033137493,0.346447985
ENSG00000278535,512.4292422,-0.845880405,0.301721961,-2.803509572,0.005054973,0.138912717
ENSG00000258035,12.63294342,-0.846051922,0.580497305,-1.457460551,0.144989293,0.58463796
ENSG00000188730,347.1304684,-0.847434413,0.390206669,-2.171757891,0.029873929,0.333706773
ENSG00000247572,92.00572711,-0.847588036,0.253348069,-3.34554764,0.000821203,0.04769524
ENSG00000285868,12.17549091,-0.847919666,0.77319701,-1.09664116,0.272798287,0.709792878
ENSG00000262873,12.87318284,-0.847920587,0.528784648,-1.603527239,0.1088183,0.535438071
ENSG00000248540,45.54012178,-0.849563356,0.379222505,-2.240276739,0.025072962,0.309543324
ENSG00000163576,30.49652622,-0.849587103,0.514503418,-1.651275917,0.098682248,0.517570659
ENSG00000255760,15.79354719,-0.850146345,0.388878625,-2.186148301,0.028804757,0.32796324
ENSG00000287574,16.10377341,-0.850315372,0.388020615,-2.191418031,0.028421555,0.327331953
ENSG00000177875,1239.733226,-0.851212888,0.296689807,-2.869033136,0.004117287,0.125148242
ENSG00000244219,17.36380994,-0.852722491,0.521110568,-1.636356166,0.101765068,0.522878407
ENSG00000260879,24.74662281,-0.853652526,0.586380791,-1.455798928,0.145448212,0.585331545
ENSG00000240859,51.2466477,-0.855589521,0.362613405,-2.359508803,0.018299147,0.267790757
ENSG00000279227,40.88684196,-0.856168654,0.41508672,-2.062625984,0.039148177,0.369235091
ENSG00000283462,27.85074061,-0.85652738,0.580313446,-1.475973692,0.139950955,0.57921788
ENSG00000267128,35.67286855,-0.857552346,0.412431186,-2.079261643,0.037593309,0.365437792
ENSG00000293422,16.06233392,-0.857651726,0.490461381,-1.748663116,0.080349269,0.486261322
ENSG00000272414,86.1767964,-0.858591001,0.52056522,-1.649343767,0.099077228,0.517570659
ENSG00000228826,17.47984841,-0.859614372,0.536366432,-1.60266251,0.109009185,0.535542269
ENSG00000122585,274.7729165,-0.859739511,0.416457869,-2.064409333,0.038978922,0.368829043
ENSG00000285973,31.74151124,-0.860177921,0.435373729,-1.975723068,0.048186151,0.404907624
ENSG00000213626,438.7207307,-0.862711462,0.309733775,-2.785332218,0.005347291,0.143215147
ENSG00000196668,11.29862416,-0.863081548,0.655590427,-1.316495043,0.188007941,0.630234767
ENSG00000288523,18.66290032,-0.863921316,0.492609747,-1.753764152,0.079470928,0.485074968
ENSG00000266469,24.61671758,-0.864407818,0.507922471,-1.701849923,0.088783505,0.502146705
ENSG00000254635,673.5842874,-0.864552727,0.312328333,-2.768089329,0.0056386,0.148050756
ENSG00000244405,1091.765811,-0.865235295,0.287884449,-3.005495074,0.002651489,0.097671772
ENSG00000197561,8.970895161,-0.866918635,0.634655445,-1.36596738,0.171949202,0.616607234
ENSG00000232977,17.87437572,-0.867519565,0.605450621,-1.432849408,0.151900878,0.593818112
ENSG00000286970,22.87844914,-0.868225258,0.688281722,-1.261438784,0.207150802,0.65312675
ENSG00000290711,72.88423489,-0.868241993,0.960221085,-0.904210506,0.36588379,0.772829505
ENSG00000240449,25.65901458,-0.869041437,0.323349342,-2.687623953,0.007196239,0.169892251
ENSG00000215784,10.91027571,-0.869720856,0.507478322,-1.713808881,0.086563832,0.499450858
ENSG00000197322,81.87698144,-0.870428138,0.376288509,-2.313193513,0.020712002,0.282740481
ENSG00000285966,10.63912825,-0.870475509,0.621933674,-1.399627558,0.161624877,0.605050714
ENSG00000145491,29.2593046,-0.871510063,0.32087993,-2.716000535,0.006607581,0.162900965
ENSG00000272663,18.24671599,-0.872118554,0.539738709,-1.615816209,0.106134056,0.530964008
ENSG00000291049,35.03224099,-0.872361127,0.529985071,-1.646010756,0.099761545,0.518354853
ENSG00000148690,1074.097764,-0.873979904,0.438373985,-1.993685606,0.046186423,0.397136122
ENSG00000137766,1869.233526,-0.87427331,0.382620891,-2.284959682,0.022315192,0.292914271
ENSG00000256481,11.7350475,-0.874502815,0.468399988,-1.867000078,0.061901577,0.445160165
ENSG00000286992,11.889505,-0.874507632,0.714044377,-1.224724485,0.220679045,0.665513618
ENSG00000289993,31.29085717,-0.874577319,0.480875664,-1.818718194,0.068954434,0.460552337
ENSG00000259110,10.08551076,-0.87515976,0.58768949,-1.489153328,0.136446998,0.574541521
ENSG00000175093,49.2347467,-0.876557555,0.297960475,-2.9418585,0.00326249,0.112108855
ENSG00000230658,13.62237103,-0.876865249,0.61324247,-1.429883434,0.152750477,0.595013178
ENSG00000228570,66.84407313,-0.879054474,0.311912884,-2.818269204,0.004828331,0.134984934
ENSG00000176349,13.27392683,-0.87908555,0.523356068,-1.679708338,0.093014077,0.508710588
ENSG00000260496,16.13732898,-0.879225277,0.52595283,-1.671680857,0.094587271,0.51153373
ENSG00000154760,8.515671866,-0.880819535,0.707432894,-1.245092703,0.213097676,0.659603578
ENSG00000225556,19.3428583,-0.881572557,0.424116413,-2.078609858,0.037653224,0.365437792
ENSG00000286964,18.10991428,-0.881788749,0.428146208,-2.059550528,0.03944153,0.370240753
ENSG00000258343,21.66398106,-0.882270456,0.653912157,-1.349218617,0.177266757,0.619632478
ENSG00000174576,12.82866499,-0.883263985,0.91558692,-0.964697033,0.334696582,0.754002255
ENSG00000289615,12.96313577,-0.88521779,0.605589507,-1.461745588,0.14381094,0.583569091
ENSG00000268996,83.04274826,-0.885220141,0.456733809,-1.938153303,0.052604522,0.417732929
ENSG00000287250,15.55139012,-0.88621298,0.418703197,-2.116566067,0.034296693,0.351072237
ENSG00000278727,75.69726962,-0.886366272,0.349868504,-2.533426881,0.01129533,0.215373397
ENSG00000178860,108.5339125,-0.890262363,0.332626268,-2.676464392,0.007440347,0.173660327
ENSG00000221857,358.6465058,-0.890827619,0.354444878,-2.513303688,0.011960632,0.222384494
ENSG00000253304,46.49086739,-0.891718739,0.312561334,-2.852940027,0.00433168,0.12835058
ENSG00000171462,107.8192462,-0.892657254,0.327616992,-2.724697668,0.006436039,0.160092914
ENSG00000177363,12.15453164,-0.893261027,0.537823838,-1.660880319,0.096737486,0.515141704
ENSG00000229334,8.537067514,-0.893741295,0.580245307,-1.540281815,0.123491675,0.557498968
ENSG00000255121,14.28559257,-0.894043725,0.536696004,-1.665828921,0.095747494,0.513338053
ENSG00000267414,18.10853475,-0.895671981,0.470988188,-1.901686716,0.057212124,0.431060226
ENSG00000284839,10.7475609,-0.897247187,0.675726923,-1.327825127,0.184235884,0.62686605
ENSG00000224982,64.05237431,-0.897604222,0.356981708,-2.514426374,0.011922619,0.222384494
ENSG00000153132,115.872529,-0.898146689,0.428216006,-2.097415035,0.035956851,0.357114339
ENSG00000285367,21.78300244,-0.898582011,0.42122753,-2.13324616,0.032904538,0.344874058
ENSG00000254415,13.63853935,-0.899351846,0.659374658,-1.363946634,0.172584362,0.617365443
ENSG00000289496,10.2367402,-0.899636163,0.66393976,-1.354996668,0.175418619,0.619102413
ENSG00000145681,105.9783626,-0.900329495,0.569507512,-1.580891344,0.113902884,0.544055803
ENSG00000304199,9.869636928,-0.901388874,0.584527212,-1.54208197,0.123053676,0.557214765
ENSG00000138435,17.45164672,-0.901609936,0.442833641,-2.036001454,0.041750209,0.380047338
ENSG00000286423,6.679808748,-0.90175744,0.847570654,-1.063931881,0.287359559,0.720897228
ENSG00000234028,19.95427508,-0.903133483,0.453379028,-1.992005424,0.046370463,0.39835678
ENSG00000227811,49.78648567,-0.904039161,0.335205097,-2.696973195,0.00699729,0.167230315
ENSG00000196646,199.7138908,-0.904410355,0.336210144,-2.690015069,0.007144879,0.169165962
